percent,パーセント
subject,サブジェクト
shake,シェーク
coelacanth,シーラカンス
skating,スケーティング
they,ゼイ
imothy,テモ
decker,デッカー
derrick,デリック
traction,トラクション
doggy,ドギー
naked,ネーキッド
handball,ハンドボール
backpacker,バックパッカー
packaging,パッケージング
patent,パテント
puppet,パペット
punch,パンチ
ping,ピング
rontale,フロンターレ
priority,プライオリティー
prion,プリオン
erber,ベルベル
paperless,ペーパーレス
bodyconscious,ボディコン
volatility,ボラティリティー
maxim,マキシム
ragnarok,ラグナロク
ladder,ラダー
raider,レーダー
acerola,アセロラ
administration,アドミニストレーション
anarchy,アナーキー
animism,アニミズム
habit,アビ
avenger,アベンジャー
amorphous,アモルファス
altezza,アルテッツァ
argyle,アーガイル
ngush,イングーシ
injector,インジェクター
eater,イーター
weekend,ウイークエンド
opioid,オピオイド
onboard,オンボード
cottage,カッテージ
cutoff,カットオフ
canter,カンター
gamelan,ガムラン
gimmick,ギミック
guillotine,ギロチン
lematis,クレマチス
crossover,クロスオーバー
glucosamine,グルコサミン
condense,コンデンス
cone,コーン
cornflake,コーンフレーク
aturday,サタデー
seamless,シームレス
dystrophy,ジストロフィー
jingle,ジングル
spool,スプール
spade,スペード
senor,セニョール
turismo,ツーリスモ
temp,テンプ
discrete,ディスクリート
distribution,ディストリビューション
tongs,トング
talking,トーキング
nucleotide,ヌクレオチド
paneler,パネラー
papillon,パピヨン
pumpkin,パンプキン
picturesque,ピクチャレスク
peeler,ピーラー
feed,フィード
fry,フライ
blink,ブリンク
primitive,プリミティブ
bauxite,ボーキサイト
potaufeu,ポトフ
mandarin,マンダリン
mio,ミオ
muslin,モス
mock,モック
mollis,モリス
raja,ラージャ
lysine,リシン
litmus,リトマス
ressentiment,ルサンチマン
upright,アップライト
abbey,アビー
untied,アンタイド
iridium,イリジウム
intensity,インテンシティー
airport,エアポート
etoile,エトワール
entertainer,エンターテイナー
delweiss,エーデルワイス
onyx,オニックス
chiropractic,カイロプラクティック
qanat,カナート
abernet,カベルネ
grain,グレーン
condor,コンドル
goblet,ゴブレット
should,シュッド
styrene,スチレン
still,スチール
steady,ステディー
spreadsheet,スプレッドシート
settlement,セツルメント
sovereign,ソブリン
discours,ディスクール
delay,ディレー
decibel,デシベル
depot,デポ
dendrite,デンドライト
omahawk,トマホーク
toluene,トルエン
torsion,トーション
doutor,ドトール
numbering,ナンバリング
barrow,バロー
buns,バンズ
pantalon,パンタロン
behind,ビハインド
fitting,フィッティング
fileto,フィレオ
fentanyl,フェンタニル
forester,フォレスター
fleur,フルール
brick,ブリック
breakthrough,ブレークスルー
principal,プリンシパル
prolactin,プロラクチン
holding,ホールディング
balk,ボーク
pogo,ポゴ
polynucleotide,ポリヌクレオチド
mallet,マレット
mammography,マンモグラフィー
measure,メジャー
mohair,モヘア
luck,ラック
apin,ラパン
lovecomedy,ラブコメ
reengineering,リエンジニアリング
ristorante,リストランテ
riche,リッシェ
ruler,ルーラー
washer,ワッシャー
agata,アガタ
anamorphose,アナモルフォーズ
appointment,アポイントメント
alkaloid,アルカロイド
ist,イスト
italic,イタリック
idola,イドラ
incubator,インキュベーター
interleukin,インターロイキン
individual,インディビジュアル
oily,オイリー
oxy,オキシ
overlay,オーバーレイ
ole,オーレ
carbine,カービン
chitin,キチン
quinone,キノン
keema,キーマ
quota,クオータ
clavecin,クラブサン
clipping,クリッピング
rosscountry,クロカン
combat,コンバット
subculture,サブカルチャー
thalidomide,サリドマイド
shine,シャイン
stadt,シュタット
singha,シンハ
diazepam,ジアゼパム
ippo,ジッポ
justice,ジャスティス
jerky,ジャーキー
zirconia,ジルコニア
skim,スキム
stain,ステイン
throughput,スループット
sensing,センシング
soldier,ソルジャー
talanton,タラント
tartan,タータン
dies,ダイス
diagram,ダイヤグラム
chamber,チェンバー
tin,チン
tequila,テキーラ
tell,テル
tribune,トリビューン
tryptophan,トリプトファン
drainage,ドレナージ
nationalist,ナショナリスト
neuro,ニューロ
hike,ハイク
backer,バッカー
pap,パップ
anzerfaust,パンツァーファウスト
pantomime,パントマイム
ysterie,ヒス
girasol,ヒラソル
fondue,フォンデュ
rau,フラウ
fleet,フリート
breakfast,ブレックファースト
headset,ヘッドセット
ora,ボラ
vogue,ボーグ
polka,ポルカ
matter,マター
merchandising,マーチャンダイジング
ethodist,メソジスト
radial,ラジアル
lattice,ラティス
run,ラン
reactance,リアクタンス
regent,リーゼント
wrecker,レッカー
worse,ワース
affair,アフェアー
wig,ウイッグ
waste,ウエス
excellence,エクセレンス
ecole,エコール
escargot,エスカルゴ
esper,エスパー
oxidase,オキシダーゼ
capsaicin,カプサイシン
caramelo,カルメラ
catching,キャッチング
caraway,キャラウェイ
guava,グアバ
grinder,グラインダー
cochin,コーチン
sadism,サディズム
sherry,シェリー
ionist,シオニスト
sure,シュア
genocide,ジェノサイド
sucrose,スクロース
panish,スパニッシュ
sport,スポーツ
slur,スラー
sur,スール
sentimental,センチ
tawhid,タウヒード
paraglider,パラグライダー
hitch,ヒッチ
visionary,ビジョナリー
folklore,フォークロア
fractal,フラクタル
friction,フリクション
freesia,フリージア
freehand,フリーハンド
boogie,ブギ
blood,ブラッド
preinstall,プリインストール
progress,プログレス
headline,ヘッドライン
heparin,ヘパリン
pedicure,ペディキュア
holistic,ホリスティック
vongole,ボンゴレ
beaute,ボーテ
vault,ボールト
polypeptide,ポリペプチド
microphone,マイクロホン
monthly,マンスリー
minestrone,ミネストローネ
edicare,メディケア
muslin,モスリン
mono,モノ
monograph,モノグラフ
oro,モロ
lining,ライニング
anunculus,ラナンキュラス
lipo,リポ
luminarie,ルミナリエ
wal,ワール
aquavics,アクアビクス
arki,アルキ
allegro,アレグロ
imitation,イミテーション
encoding,エンコーディング
obelisk,オベリスク
ortho,オルソ
alllast,オーラス
gulf,ガルフ
gardener,ガーデナー
xylitol,キシリトール
ina,キナ
cuticle,キューティクル
gambler,ギャンブラー
crimson,クリムソン
creatinine,クレアチニン
crocus,クロッカス
glucan,グルカン
eynesian,ケインジアン
communicate,コミュニケート
corporatehouse,コーポ
coal,コール
gong,ゴング
asan,ササン
serviceman,サービスマン
cis,シス
shining,シャイニング
charade,シャレード
chale,シャーレ
silt,シルト
scoring,スコアリング
stag,スタッグ
soutien,ステン
stork,ストーク
sprawl,スプロール
specialty,スペシャリティー
spoil,スポイル
sportivo,スポルティーボ
tarragon,タラゴン
champ,チャンプ
tasting,テースティング
direction,ディレクション
eus,デウス
topology,トポロジー
torso,トルソー
tochka,トーチカ
nearest,ニアレスト
orovirus,ノロウイルス
husband,ハズ
haunch,ハンチ
handbell,ハンドベル
heuristic,ヒューリスティック
functional,ファンクショナル
forehand,フォアハンド
benzine,ベンジン
bent,ベント
majesty,マジェ
malicia,マリーシア
arxism,マルキシズム
mundo,ムンド
motorcar,モーターカー
yucca,ユッカ
lastboss,ラスボス
raga,ラーガ
result,リザルト
lithograph,リトグラフ
lute,リュート
ux,ルクス
rucola,ルッコラ
reciprocating,レシプロ
eben,レーベン
attention,アテンション
another,アナザー
abstract,アブストラクト
amido,アミド
algin,アルギン
alfalfa,アルファルファ
allocation,アロケーション
waiting,ウエーティング
ecological,エコロジカル
oxydol,オキシドール
offshore,オフショア
audience,オーディエンス
always,オールウェーズ
gouache,ガッシュ
carol,キャロル
curie,キュリー
lavier,クラビーア
kulak,クラーク
crest,クレスト
crescendo,クレッシェンド
collision,コリジョン
composite,コンポジット
goat,ゴート
,サット
thermal,サーマル
seer,シアー
chaperone,シャペロン
chnorchel,シュノーケル
syringe,シリンジ
sinker,シンカー
gem,ジェム
standoff,スタンドオフ
speak,スピーク
sail,セール
sewing,ソーイング
tacos,タコス
tearoom,ティールーム
telemeter,テレメーター
decadence,デカダンス
transgenic,トランスジェニック
deux,ドゥー
knuckle,ナックル
harpsichord,ハープシコード
baobab,バオバブ
basset,バセット
bavarois,ババロア
bandwagon,バンドワゴン
bisphenol,ビスフェノール
vehicle,ビヒクル
beet,ビート
pigeon,ピジョン
fantasia,ファンタジア
flavangenol,フラバンジェノール
frock,フロック
bougainvillea,ブーゲンビレア
pragmatism,プラグマティズム
purine,プリン
hexa,ヘキサ
vecchio,ベッキオ
parent,ペアレント
pessimism,ペシミズム
petting,ペッティング
homeroom,ホームルーム
botulinus,ボツリヌス
bolo,ボーロ
potpourri,ポプリ
pompadour,ポンパドゥール
acadamia,マカダミア
marronnier,マロニエ
maya,マーヤー
meat,ミート
moving,ムービング
ezylinder,メスシリンダー
melanocyte,メラノサイト
merrygoround,メリーゴーランド
mole,モレ
unison,ユニゾン
retirement,リタイアメント
rivet,リベット
relational,リレーショナル
rutile,ルチル
lectin,レクチン
isle,アイル
agora,アゴラ
acetylene,アセチレン
ascension,アセンション
allicin,アリシン
andante,アンダンテ
yield,イールド
extension,エクステンション
emulator,エミュレーター
erythematodes,エリテマトーデス
emboss,エンボス
kalk,カルキ
campari,カンパリ
calf,カーフ
gazelle,ガゼル
clicker,クリッカー
choir,クワイア
growth,グロース
glory,グローリー
ghoul,グール
eller,ケラー
cogeneration,コジェネレーション
codon,コドン
comet,コメット
coliseum,コロシアム
colonial,コロニアル
combine,コンバイン
confit,コンフィ
confusion,コンフュージョン
sadist,サディスト
sync,シンク
gymkhana,ジムカーナ
skydiving,スカイダイビング
skipper,スキッパー
slalom,スラローム
serine,セリン
tic,チック
thymine,チミン
catni,チャツネ
telexistence,テレイグジスタンス
toxoid,トキソイド
track,トラック
negro,ニグロ
halt,ハルト
bison,バイソン
buzz,バズ
bateira,バッテラ
pannier,パニエ
publishing,パブリッシング
punching,パンチング
fail,フェイル
photon,フォトン
false,フォールス
prairie,プレーリー
babe,ベイブ
whale,ホエール
popolo,ポポロ
match,マッチ
minibus,ミニバス
mirage,ミラージュ
reduction,リダクション
linoleum,リノリウム
lipase,リパーゼ
refill,リフィル
removable,リムーバブル
rumba,ルンバ
lesser,レッサー
rossa,ロッサ
m,アイム
assistance,アシスタンス
ascorbic,アスコルビン
aster,アスター
adenosine,アデノシン
atomic,アトミック
anise,アニス
mapola,アマポーラ
lpine,アルパイン
albino,アルビーノ
untouchable,アンタッチャブル
aeon,イオン
iguana,イグアナ
injection,インジェクション
integration,インテグレーション
intelligentsiya,インテリゲンチャ
